ID1,ID2,Distance
Z66517_1,EU293549_1,0.0285006
Z66517_1,AF128246_1,0.0257582
Z66517_1,DI006056_1,0.0295053
Z66517_1,BD137593_1,0.0295053
Z66517_1,GQ376027_1,0.0345068
Z66517_1,GQ376026_1,0.0345059
Z66517_1,AB254456_1,0.0362524
Z66517_1,JN635409_1,0.0364966
Z66517_1,AB012949_1,0.029962
Z66517_1,AB012948_1,0.0294335
Z66517_1,JN635406_1,0.0349023
Z66517_1,JN635405_1,0.0349615
Z66517_1,JF791787_1,0.0283505
Z66517_1,DI083540_1,0.0230426
Z66517_1,BD137592_1,0.0230426
Z66517_1,JN635410_1,0.0329548
Z66517_1,MN131123_2,0.0328391
Z66517_1,MH356254_2,0.0331677
Z66517_1,MH356236_1,0.0332972
Z66517_1,MH356244_1,0.0341678
Z66517_1,KT732231_1,0.0320898
Z66517_1,KY969480_1,0.0328741
Z66517_1,MK513627_1,0.0346223
Z66517_1,MK513626_1,0.0348233
Z66517_1,MK513625_1,0.0340885
Z66517_1,MK513624_1,0.0341562
Z66517_1,MK513623_1,0.0344179
Z66517_1,MH173047_1,0.0343573
Z66517_1,MH631016_1,0.0344376
Z66517_1,MH631015_1,0.0342444
Z66517_1,MF496200_1,0.0341777
Z66517_1,MF496201_1,0.034378
Z66517_1,MH638233_1,0.034219
Z66517_1,MK161348_1,0.0352492
Z66517_1,MF496202_1,0.0338471
Z66517_1,JN635404_1,0.0322982
Z66517_1,MH356241_2,0.0336405
Z66517_1,MH356239_1,0.0341807
Z66517_1,MN131115_1,0.0336992
Z66517_1,MH356242_1,0.034553
Z66517_1,MH356253_2,0.0338203
Z66517_1,MH356240_1,0.0348175
Z66517_1,MN131117_1,0.0343016
Z66517_1,MN131119_1,0.0341676
Z66517_1,MH356243_2,0.0343693
Z66517_1,MN131118_2,0.0351132
Z66517_1,MN131122_1,0.0347138
Z66517_1,MN131120_1,0.0350466
Z66517_1,MH356245_1,0.034709
Z66517_1,MN131116_2,0.0353912
Z66517_1,MN131124_1,0.035459
Z66517_1,MN131121_1,0.0352556
Z66517_1,MH356237_1,0.0359196
Z66517_1,MK142916_1,0.0364289
Z66517_1,MK142914_1,0.0364289
Z66517_1,MK142915_1,0.0366339
Z66517_1,KU728742_1,0.0355189
Z66517_1,KJ410048_1,0.0349121
Z66517_1,KU728743_1,0.0361423
Z66517_1,KT732232_1,0.0344614
Z66517_1,MH356250_1,0.0335101
Z66517_1,KT732230_1,0.0337199
Z66517_1,KJ018971_2,0.0331062
Z66517_1,MG912592_1,0.0349312
Z66517_1,KT732261_1,0.0348831
Z66517_1,KT732260_1,0.0347468
Z66517_1,KT732259_1,0.0347483
Z66517_1,KT732258_1,0.0341385
Z66517_1,KT732253_1,0.0342073
Z66517_1,KT732244_1,0.0342073
Z66517_1,KT732256_1,0.0342746
Z66517_1,KT732254_1,0.0341385
Z66517_1,KT732246_1,0.0342746
Z66517_1,KT732240_1,0.0342787
Z66517_1,KT732234_1,0.0342084
Z66517_1,KT732233_1,0.0342099
Z66517_1,KT732238_1,0.0342084
Z66517_1,KT732237_1,0.0342084
Z66517_1,KT732243_1,0.0344795
Z66517_1,KT732257_1,0.0344781
Z66517_1,KT732250_1,0.0344781
Z66517_1,KT732249_1,0.0344781
Z66517_1,KT732251_1,0.0344093
Z66517_1,KT732247_1,0.0344781
Z66517_1,KT732242_1,0.0343434
Z66517_1,KT732239_1,0.0343434
Z66517_1,KT732236_1,0.0343434
Z66517_1,KT732235_1,0.0343434
Z66517_1,KT732252_1,0.034547
Z66517_1,KT732255_1,0.0346158
Z66517_1,KT732248_1,0.0346173
Z66517_1,KT732245_1,0.0346173
Z66517_1,KT732241_1,0.0344093
Z66517_1,JN635407_1,0.0324468
Z66517_1,KC117298_1,0.0322931
Z66517_1,MN630023_1,0.0380797
Z66517_1,KY969481_1,0.0377445
Z66517_1,KY969477_1,0.0379758
Z66517_1,KT732223_1,0.038
Z66517_1,KT732222_1,0.037661
Z66517_1,KT732218_1,0.038485
Z66517_1,KT732217_1,0.0379355
Z66517_1,KT732216_1,0.0380045
Z66517_1,KT732224_1,0.0376564
Z66517_1,KT732221_1,0.0377949
Z66517_1,KT732219_1,0.0375899
Z66517_1,KT732220_1,0.0381365
Z66517_1,KY969478_1,0.0382934
Z66517_1,KT732215_1,0.0379992
Z66517_1,MK513622_1,0.0410826
Z66517_1,MK513617_1,0.0409437
Z66517_1,MK513613_1,0.0409437
Z66517_1,MK513611_1,0.0409437
Z66517_1,MK513604_1,0.0409437
Z66517_1,MK513601_1,0.0409437
Z66517_1,MK513598_1,0.0409437
Z66517_1,MK513607_1,0.0410132
Z66517_1,MK513616_1,0.0409448
Z66517_1,MK513606_1,0.04115
Z66517_1,MK513600_1,0.0410815
Z66517_1,MK513605_1,0.0410121
Z66517_1,MK513621_1,0.0410805
Z66517_1,MK513620_1,0.0410805
Z66517_1,MK513618_1,0.0410805
Z66517_1,MK513614_1,0.0409437
Z66517_1,MK513612_1,0.0410104
Z66517_1,MK513603_1,0.0411483
Z66517_1,MK513599_1,0.0411483
Z66517_1,MK513602_1,0.0410798
Z66517_1,MK513615_1,0.0412844
Z66517_1,MK513619_1,0.0410788
Z66517_1,MK513609_1,0.0410142
Z66517_1,MK513608_1,0.0410826
Z66517_1,MK513610_1,0.0408716
Z66517_1,KX838946_2,0.0404179
Z66517_1,MG912590_1,0.0333968
Z66517_1,HM439386_1,0.033398
Z66517_1,KT732214_1,0.0370663
Z66517_1,JN635408_1,0.0352636
Z66517_1,EF565859_1,0.0237003
Z66517_1,DQ227318_1,0.0298366
Z66517_1,DQ227319_1,0.0285799
Z66517_1,DQ227321_1,0.0279191
Z66517_1,DQ227320_1,0.0323728
Z66517_1,MF775733_1,0.0399125
Z66517_1,MH356238_2,0.0369588
Z66517_1,MH356255_1,0.0372179
Z66517_1,MH356252_1,0.036289
Z66517_1,MH356247_1,0.0368307
Z66517_1,MH356246_1,0.0368329
Z66517_1,MH356251_1,0.0376334
Z66517_1,MH356249_1,0.0374428
Z66517_1,MH356248_1,0.0352642
Z66517_1,MG912593_1,0.0338065
Z66517_1,MF449469_1,0.0334085
Z66517_1,KC164757_1,0.0334059
Z66517_1,JN635403_1,0.0330698
Z66517_1,JN635402_1,0.0326719
Z66517_1,KY656518_1,0.034029
Z66517_1,KT732229_1,0.0341553
Z66517_1,KT732228_1,0.0340872
Z66517_1,KT732227_1,0.0339521
Z66517_1,KT732226_1,0.0339513
Z66517_1,KT732225_1,0.0337478
Z66517_1,KY969479_1,0.0349033
Z66517_1,MN630022_1,0.0405346
Z66517_1,KY969476_1,0.0400069
Z66517_1,MG912591_1,0.0412356
Z66517_1,KC164758_1,0.0427142
Z66517_1,X16568_1,0.0239829
Z66517_1,X16567_1,0.0211453
Z66517_1,X16566_1,0.0244186
Z66517_1,X16569_1,0.0380927
Z66517_1,MN630021_1,0.0551656
Z66517_1,MN630020_1,0.0563303
Z66517_1,KJ755982_1,0.055776
Z66517_1,KJ755981_1,0.0555682
Z66517_1,KJ755979_1,0.0548043
Z66517_1,JN635411_1,0.0548042
Z66517_1,KJ018970_2,0.0555769
Z66517_1,KJ755976_1,0.0541148
Z66517_1,KJ755980_1,0.0564553
Z66517_1,KT588921_1,0.0569921
Z66517_1,DQ211902_1,0.0534594
Z66517_1,MG972194_1,0.0587835
Z66517_1,KJ755978_1,0.0535629
Z66517_1,KJ755977_1,0.0531499
Z66517_1,KJ755975_1,0.0503072
Z66517_1,MG912594_1,0.0498286
Z66517_1,KJ755974_1,0.0504603
Z66517_1,FJ161211_1,0.0524979
Z66517_1,DI034478_1,0.901738
Z66517_1,BD137599_1,0.901738
Z66517_1,DI004932_1,0.892601
Z66517_1,BD137602_1,0.892601
Z66517_1,DI076729_1,0.89293
Z66517_1,BD137600_1,0.89293
Z66517_1,DI047195_1,0.894645
Z66517_1,BD137603_1,0.894645
Z66517_1,DI029710_1,0.894317
Z66517_1,BD137601_1,0.894317
Z66517_1,DI041162_1,0.893999
Z66517_1,BD137598_1,0.893999
AB052820_1,MN145872_1,0.00286604
AB052820_1,FJ416067_1,0.00286604
AB052820_1,EU435017_1,0.00377461
AB052820_1,LF947387_1,0.00362531
AB052820_1,AB046218_1,0.00362531
AB052820_1,AB591381_1,0.00241347
AB052820_1,AF266286_1,0.00256487
AB052820_1,DI021106_1,0.00256487
AB052820_1,BD137597_1,0.00256487
AB052820_1,AF266290_1,0.00226187
AB052820_1,DI059890_1,0.00226187
AB052820_1,BD137596_1,0.00226187
AB052820_1,AY486084_1,0.00271545
AB052820_1,AY486083_1,0.00271545
AB052820_1,JF727650_1,0.00241288
AB052820_1,JF727649_1,0.00241288
AB052820_1,AY730614_1,0.00286623
AB052820_1,FJ416068_1,0.002715
AB052820_1,EF033071_1,0.002715
AB052820_1,AB569621_1,0.00229364
AB052820_1,AF128248_1,0.00214032
AB052820_1,AF128252_1,0.00137514
AB052820_1,AF128253_1,0.00198732
AB052820_1,AF128251_1,0.00168113
AB052820_1,AF128249_1,0.00214031
AB052820_1,AF128247_1,0.00183389
AB052820_1,AF128250_1,0.00290616
AB052820_1,AF527380_1,0.00260057
AB052820_1,AF462047_1,0.00260057
AB052820_1,DQ345723_1,0.00271586
AB052820_1,DQ345722_1,0.00271586
AB052820_1,DQ345721_1,0.00271586
AB052820_1,HW669893_1,0.00211094
AB052820_1,AF266291_1,0.00211094
AB052820_1,AF266287_1,0.00211094
AB052820_1,FJ211590_1,0.00211094
AB052820_1,FJ211589_1,0.00211094
AB052820_1,FJ211583_1,0.00211094
AB052820_1,DI062293_1,0.00211094
AB052820_1,BD137595_1,0.00211094
AB052820_1,AF266289_1,0.00180874
AB052820_1,DI010567_1,0.00180874
AB052820_1,BD137594_1,0.00180874
AB052820_1,AF266288_2,0.00211095
AB052820_1,DI045579_1,0.00211095
AB052820_1,BD137590_1,0.00211095
AB052820_1,S58435_1,0.00347131
AB052820_1,E04903_1,0.00347131
AB052820_1,M20865_1,0.00135688
AB052820_1,K01711_1,0.00135606
AB052820_1,HM562901_1,0.0114052
AB052820_1,MG912589_1,0.0202358
AB052820_1,AF128245_1,0.0198876
AB052820_1,DI052604_1,0.0171276
AB052820_1,BD137591_1,0.0171276
AB052820_1,D37774_1,0.0166225
AB052820_1,HM562900_1,0.019569
AB052820_1,D63926_1,0.0152371
AB052820_1,D63924_1,0.0155464
AB052820_1,D37772_1,0.0169225
AB052820_1,HM562899_1,0.0175029
AB052820_1,AF128244_2,0.01956
AB052820_1,LC420351_1,0.0249169
AB052820_1,NC_001498_1,0.0236597
AB052820_1,AB016162_1,0.0236597
AB052820_1,AB032167_1,0.0236597
AB052820_1,LZ951275_1,0.0244412
AB052820_1,HZ785298_1,0.0244412
AB052820_1,HW339903_1,0.0244412
AB052820_1,LC336599_1,0.0244412
AB052820_1,AB481088_1,0.0260093
AB052820_1,AB481087_1,0.0260123
AB052820_1,EU293552_1,0.0247567
AB052820_1,EU293550_1,0.0249141
AB052820_1,EU293548_1,0.0249141
AB052820_1,EU293551_1,0.0249169
AB052820_1,EU293549_1,0.0250716
AB052820_1,AF128246_1,0.0262321
AB052820_1,DI006056_1,0.0266535
AB052820_1,BD137593_1,0.0266535
AB052820_1,GQ376027_1,0.0299788
AB052820_1,GQ376026_1,0.0298192
AB052820_1,AB254456_1,0.030615
AB052820_1,JN635409_1,0.033645
AB052820_1,AB012949_1,0.027128
AB052820_1,AB012948_1,0.0266563
AB052820_1,JN635406_1,0.0339895
AB052820_1,JN635405_1,0.0338271
AB052820_1,JF791787_1,0.0205265
AB052820_1,DI083540_1,0.0200533
AB052820_1,BD137592_1,0.0200533
AB052820_1,JN635410_1,0.0274209
AB052820_1,MN131123_2,0.0304605
AB052820_1,MH356254_2,0.030614
AB052820_1,MH356236_1,0.0306101
AB052820_1,MH356244_1,0.0320439
AB052820_1,KT732231_1,0.030942
AB052820_1,KY969480_1,0.0306018
AB052820_1,MK513627_1,0.0320312
AB052820_1,MK513626_1,0.0323482
AB052820_1,MK513625_1,0.031556
AB052820_1,MK513624_1,0.0317167
AB052820_1,MK513623_1,0.0323457
AB052820_1,MH173047_1,0.0317218
AB052820_1,MH631016_1,0.0315636
AB052820_1,MH631015_1,0.0318792
AB052820_1,MF496200_1,0.0312444
AB052820_1,MF496201_1,0.0321998
AB052820_1,MH638233_1,0.0312466
AB052820_1,MK161348_1,0.0326833
AB052820_1,MF496202_1,0.0310908
AB052820_1,JN635404_1,0.0296546
AB052820_1,MH356241_2,0.0317301
AB052820_1,MH356239_1,0.0317221
AB052820_1,MN131115_1,0.0315538
AB052820_1,MH356242_1,0.0328256
AB052820_1,MH356253_2,0.0321975
AB052820_1,MH356240_1,0.034557
AB052820_1,MN131117_1,0.0323691
AB052820_1,MN131119_1,0.03219
AB052820_1,MH356243_2,0.0325125
AB052820_1,MN131118_2,0.0317244
AB052820_1,MN131122_1,0.0317244
AB052820_1,MN131120_1,0.0317244
AB052820_1,MH356245_1,0.0322025
AB052820_1,MN131116_2,0.0326969
AB052820_1,MN131124_1,0.0326969
AB052820_1,MN131121_1,0.0326969
AB052820_1,MH356237_1,0.0328501
AB052820_1,MK142916_1,0.0330036
AB052820_1,MK142914_1,0.0333239
AB052820_1,MK142915_1,0.0334855
AB052820_1,KU728742_1,0.0333268
AB052820_1,KJ410048_1,0.0328474
AB052820_1,KU728743_1,0.0341215
AB052820_1,KT732232_1,0.0327106
AB052820_1,MH356250_1,0.0307745
AB052820_1,KT732230_1,0.0311089
